paper_figure,paper_workload,repo_usecase,rdt_kind,transport,commit,replicas,operations,write_percentage,response_time_avg_us,throughput_min_ops_per_us,response_node1_us,response_node2_us,response_node3_us,response_node4_us,throughput_node1_ops_per_us,throughput_node2_ops_per_us,throughput_node3_ops_per_us,throughput_node4_ops_per_us,issued_operations_total,state_digest,measurement_runs,status
11,YCSB,kvstore,CRDT,RoCEv2-SoftRoCE,0952264,4,4000000,5,1.035817750,3.539300000,1.130140000,0.826211000,1.083230000,1.103690000,3.539300000,3.539470000,3.540120000,3.539390000,4000000,12904985369311400330,combined,valid
11,YCSB,kvstore,CRDT,RoCEv2-SoftRoCE,0952264,4,4000000,15,2.334625000,1.349070000,2.964950000,1.636200000,2.741030000,1.996320000,1.349080000,1.349070000,1.349140000,1.349080000,4000000,5276411747031280034,combined,valid
11,YCSB,kvstore,CRDT,RoCEv2-SoftRoCE,0952264,4,4000000,20,3.412767500,0.996887000,4.012360000,3.669080000,3.849370000,2.120260000,0.996912000,0.996916000,0.996887000,0.996959000,4000000,5079851064021638148,combined,valid
11,YCSB,kvstore,CRDT,RoCEv2-SoftRoCE,0952264,4,4000000,25,3.669767500,0.831462000,4.810770000,2.694390000,4.409940000,2.763970000,0.831463000,0.831466000,0.831462000,0.831501000,4000000,16963918119495127087,combined,valid
11,YCSB,kvstore,CRDT,RoCEv2-SoftRoCE,0952264,4,4000000,50,8.282160000,0.423123000,9.415860000,5.399350000,9.453280000,8.860150000,0.423123000,0.423131000,0.423127000,0.423141000,4000000,16186903844922558859,combined,valid
11,SmallBank,smallbank,WRDT,RoCEv2-SoftRoCE,0952264,3,4000000,0,0.256249667,9.295130000,0.255901000,0.256628000,0.256220000,,10.173600000,9.295130000,10.254000000,,4000000,18003148058491299341,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-SoftRoCE,0952264,3,4000000,5,0.910120333,1.403120000,1.587310000,0.478743000,0.664308000,,1.427820000,1.403120000,1.427870000,,4000000,6577398278397598412,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-SoftRoCE,1617b35,3,4000000,15,2.918000000,0.467163000,5.745030000,1.503260000,1.505710000,,0.469874000,0.467163000,0.469875000,,4000000,5276419287549414432,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-SoftRoCE,1617b35,3,4000000,20,3.965330000,0.367780000,8.001680000,1.944840000,1.949470000,,0.369443000,0.367780000,0.369438000,,4000000,2752991449581996742,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-SoftRoCE,1617b35,3,4000000,25,4.682590000,0.293504000,9.351300000,2.340220000,2.356250000,,0.293567000,0.293504000,0.293563000,,4000000,10582841289347709463,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-SoftRoCE,0952264,3,4000000,50,9.444653333,0.132794000,21.206700000,2.644340000,4.482920000,,0.133022000,0.132794000,0.133022000,,4000000,562955678669907035,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-SoftRoCE,0952264,4,4000000,0,0.299031750,10.841400000,0.292576000,0.321863000,0.306887000,0.274801000,11.695500000,11.463300000,10.841400000,12.837500000,4000000,18003148058491299341,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-SoftRoCE,0952264,4,4000000,5,1.129538250,1.422710000,2.362770000,0.560511000,0.779947000,0.814925000,1.449290000,1.449260000,1.422710000,1.449240000,4000000,6577398278397598412,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-SoftRoCE,0952264,4,4000000,15,3.286852500,0.420208000,8.519580000,1.329850000,2.031940000,1.266040000,0.422500000,0.422501000,0.420208000,0.422501000,4000000,5276419287549414432,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-SoftRoCE,0952264,4,4000000,20,4.234357500,0.355222000,11.526600000,1.576250000,2.394740000,1.439840000,0.355356000,0.355222000,0.355357000,0.355350000,4000000,2752991449581996742,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-SoftRoCE,0952264,4,4000000,25,5.609517500,0.258220000,13.798500000,2.359520000,3.084150000,3.195900000,0.259047000,0.259047000,0.259049000,0.258220000,4000000,10582841289347709463,split,valid
11,SmallBank,smallbank,WRDT,RoCEv2-SoftRoCE,0952264,4,4000000,50,10.839087500,0.129760000,28.439400000,3.278740000,5.923170000,5.715040000,0.129864000,0.129863000,0.129760000,0.129864000,4000000,562955678669907035,split,valid
