paper_figure,paper_workload,repo_usecase,rdt_kind,transport,commit,replicas,operations,write_percentage,response_time_avg_us,throughput_min_ops_per_us,response_node1_us,response_node2_us,response_node3_us,response_node4_us,throughput_node1_ops_per_us,throughput_node2_ops_per_us,throughput_node3_ops_per_us,throughput_node4_ops_per_us,issued_operations_total,state_digest,measurement_runs,status
10,Project,project,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,20,0.337511333,5.056670000,0.696530000,0.158687000,0.157317000,,5.056760000,5.056670000,5.058900000,,4000000,12593494164879057632,split,valid
10,Project,project,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,25,0.401556000,3.845110000,0.845729000,0.178803000,0.180136000,,3.845110000,3.845720000,3.845950000,,4000000,9448716207856148012,split,valid
10,Project,project,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,0,0.068196300,29.277200000,0.064241700,0.079273300,0.063915500,0.065354700,35.419900000,29.277200000,47.161500000,47.262900000,4000000,17102691784853259046,split,valid
10,Project,project,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,15,0.311064250,5.036540000,0.791784000,0.158121000,0.138645000,0.155707000,5.036980000,5.036540000,5.037190000,5.039810000,4000000,5110591718096886085,split,valid
10,Project,project,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,20,0.390447250,3.954320000,1.035680000,0.182562000,0.179769000,0.163778000,3.954320000,3.954590000,3.955740000,3.955020000,4000000,16372036313779774204,split,valid
10,Project,project,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,25,0.461335500,3.215350000,1.258770000,0.209145000,0.187912000,0.189515000,3.224730000,3.224620000,3.224580000,3.215350000,4000000,14548836572318230616,split,valid
10,Auction,rubis,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,0,0.065637833,27.629500000,0.063880900,0.063025500,0.070007100,,34.903400000,34.297100000,27.629500000,,4000000,18282393915216984294,split,valid
10,Auction,rubis,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,15,0.227943367,5.811870000,0.553399000,0.063007100,0.067424000,,5.811870000,5.814860000,5.813020000,,4000000,9223161687003320471,split,valid
10,Auction,rubis,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,20,0.278511533,4.519840000,0.698145000,0.063731700,0.073657900,,4.519840000,4.521140000,4.520780000,,4000000,17148987034487645566,split,valid
10,Auction,rubis,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,25,0.326767233,3.570280000,0.854096000,0.063032600,0.063173100,,3.570280000,3.570370000,3.570920000,,4000000,12130835134424492766,split,valid
10,Auction,rubis,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,0,0.069494225,16.956800000,0.062969700,0.075965700,0.075545100,0.063496400,47.364700000,16.956800000,29.286900000,37.742600000,4000000,18282393915216984294,split,valid
10,Auction,rubis,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,15,0.266938400,4.874960000,0.858969000,0.068659300,0.076868400,0.063256900,4.874960000,4.876470000,4.875630000,4.875480000,4000000,7841357718644091417,split,valid
10,Auction,rubis,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,20,0.331527225,3.733400000,1.100520000,0.075277600,0.075384200,0.074927100,3.733400000,3.734360000,3.733930000,3.734110000,4000000,11570452641841997763,split,valid
10,Auction,rubis,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,25,0.397426725,3.062340000,1.385270000,0.063178800,0.065622600,0.075635500,3.062340000,3.062900000,3.062730000,3.062770000,4000000,14438702055076545852,split,valid
11,YCSB,kvstore,CRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,0,0.168674667,16.917300000,0.177313000,0.162354000,0.166357000,,16.917300000,18.476200000,18.031500000,,4000000,0,combined,valid
11,YCSB,kvstore,CRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,5,0.235448000,11.604000000,0.258511000,0.220067000,0.227766000,,11.604000000,11.613200000,11.605200000,,4000000,14043726768226402802,combined,valid
11,YCSB,kvstore,CRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,15,0.348299000,8.413170000,0.345706000,0.356398000,0.342793000,,8.413170000,8.417050000,8.415770000,,4000000,8057929062696380814,combined,valid
11,YCSB,kvstore,CRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,20,0.394244000,7.149420000,0.397382000,0.365933000,0.419417000,,7.149420000,7.153870000,7.152390000,,4000000,13810425925186807959,combined,valid
